sáb mai 11 02:48:56 -03 2019
Experiment;Threads;Add;Remove;Contains;Population
RandomLazyList;18;43581;43755;43495;4976
RandomLazyList;18;42260;42349;42076;5016
RandomLazyList;18;42702;42456;42739;5006
RandomLazyList;18;43234;43634;43595;4964
RandomLazyList;18;42927;42939;43056;4942
RandomLazyList;18;48594;48732;48829;5036
RandomLazyList;18;42672;42706;42777;5031
RandomLazyList;18;42664;42774;43210;4960
RandomLazyList;18;42800;43040;43286;5000
RandomLazyList;18;43152;42962;42782;5023
RandomLazyList;18;42899;43098;43226;4961
RandomLazyList;18;48267;48334;48678;5000
RandomLazyList;18;43190;43566;43224;5097
RandomLazyList;18;43144;43090;42951;5017
RandomLazyList;18;43050;42670;42998;5041
RandomLazyList (Mean);18;42916;42884;42947;4925
Experiment;Threads;Add;Remove;Contains;Population
RandomLazyList;20;0;0;0;0
RandomLazyList;20;50203;50568;50364;4973
RandomLazyList;20;42367;42076;42151;5018
RandomLazyList;20;42075;42052;42055;5081
RandomLazyList;20;41988;42261;41976;5006
RandomLazyList;20;42083;42068;41902;5015
RandomLazyList;20;42594;43018;42995;4990
RandomLazyList;20;47539;47763;47721;4994
RandomLazyList;20;42093;42011;42011;4993
RandomLazyList;20;42590;42737;42617;5043
RandomLazyList;20;42598;43418;43232;4949
RandomLazyList;20;41943;42234;41892;4981
RandomLazyList;20;42054;42071;41933;4978
RandomLazyList;20;48063;47983;48123;5004
RandomLazyList;20;42029;41926;42105;4979
RandomLazyList;20;41913;41990;42480;5081
RandomLazyList;20;42137;42141;42142;5054
RandomLazyList;20;41726;41464;41955;4972
RandomLazyList;20;43552;43714;43417;4963
RandomLazyList;20;46343;46106;46545;5022
RandomLazyList;20;42215;42030;41818;5106
RandomLazyList;20;42265;42495;42330;4971
RandomLazyList;20;42433;42177;42319;5069
RandomLazyList;20;41941;41801;41801;4941
RandomLazyList;20;46898;46790;46370;5005
RandomLazyList;20;43563;43310;43368;4975
RandomLazyList;20;42131;42204;42138;4916
RandomLazyList;20;42765;42783;42415;4981
RandomLazyList;20;42898;42872;42809;4963
RandomLazyList;20;42097;42342;41776;4915
RandomLazyList;20;48153;48064;47939;5072
RandomLazyList;20;42389;42236;42490;4989
RandomLazyList;20;41714;41220;41745;5023
RandomLazyList;20;42120;42136;42258;4931
RandomLazyList;20;42864;42669;43357;5109
RandomLazyList;20;41437;40984;41888;5108
RandomLazyList;20;47450;46766;47060;5080
RandomLazyList;20;42366;42192;42387;4946
RandomLazyList;20;42025;41869;42007;5036
RandomLazyList;20;42291;42057;42235;5007
RandomLazyList;20;41794;41766;41941;5019
RandomLazyList;20;42699;43116;42999;5022
RandomLazyList;20;47777;47332;47153;5033
RandomLazyList;20;42230;42762;42526;4979
RandomLazyList;20;42557;42339;42136;5013
RandomLazyList;20;42161;42638;42511;4980
RandomLazyList;20;42390;42788;42508;4931
RandomLazyList;20;43680;43428;43348;5035
RandomLazyList;20;46124;46400;46361;4941
RandomLazyList;20;41854;42064;42204;4991
RandomLazyList;20;42538;42029;42434;5020
RandomLazyList;20;42304;42477;42230;5002
RandomLazyList;20;42203;42485;42369;4898
RandomLazyList;20;46383;47130;47186;4967
RandomLazyList;20;43633;43389;43545;5028
RandomLazyList;20;41772;41688;41504;5080
RandomLazyList;20;42002;41793;41879;5039
RandomLazyList;20;41055;41169;41253;4948
RandomLazyList;20;42444;42927;42615;4984
RandomLazyList;20;47558;47451;47561;5002
RandomLazyList;20;42747;42789;42809;4996
RandomLazyList (Mean);20;42554;42566;42577;4920
